Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. ¿Cómo conociste sobre iZettle?,"2. 2. En general, ¿cuál es tu grado de satisfacción con iZettle?",3. 3. ¿Qué tan probable es que recomiendes iZettle a tus amigos o colegas?,"4.1. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Atención al cliente","4.2. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Informes de ventas","4.3. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Importe total que puedes aceptar en cada pago con tarjeta","4.4. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Comisiones de pago","4.5. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Ofrecerles a tus clientes un recibo","4.6. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Lector de tarjetas","4.7. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Esfuerzo comunicativo (por ejemplo, sobre nuevas características o versiones de iZettle, consejos y trucos, actualizaciones de la cuenta)","4.8. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Depósitos","4.9. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Compatibilidad con accesorios (por ejemplo, impresoras, soportes, lectores de códigos de barras, etc.)","4.10. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Tu cuenta en my.izettle.com","4.11. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Aceptación de pagos","5. 5. Por lo que sabes, ¿cuáles de los siguientes productos, servicios o soluciones puede ofrecer iZettle a los pequeños negocios?",,,,,,,,,"6. 6. Siempre intentamos ampliar y mejorar el servicio que ofrecemos a nuestros clientes. Por favor, explica a continuación si hay algo que te disguste especialmente:","7. 7. Siempre intentamos ampliar y mejorar el servicio que ofrecemos a nuestros clientes. Por favor, explica a continuación si echas en falta alguna característica en nuestro servicio:"
2019-06-30 14:15:58 UTC,2019-06-30 14:17:33 UTC,completed,ios,Safari 12.1.1,e01ef69e-54d1-11e9-bb20-689ec1a19249,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,8,9,NA,NA,4,4,3,4,5,5,4,4,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,Herramientas de contabilidad,,Y,Y
2019-06-30 14:17:09 UTC,2019-06-30 14:23:36 UTC,completed,android,Chrome 75.0.3770.101,707c38da-54d4-11e9-ac4d-d1b4fda0ffb2,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicidad exterior,9,9,5,5,4,3,2,5,2,5,5,5,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,Herramientas de contabilidad,,Sólo que sería mejor que bajaron un poco más el % que no quitan con cada compra,No
2019-06-30 14:40:14 UTC,2019-06-30 14:41:49 UTC,completed,ios,Safari 12.1.1,266ad760-7bea-11e8-9276-c135dee02e27,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Búsqueda en la web (Google),9,9,5,5,5,2,4,4,4,4,4,4,4,,Sistema de punto de venta,,,,,Lector de tarjetas,,,Comisiones altas,Ninguna
2019-06-30 17:33:23 UTC,2019-06-30 17:35:19 UTC,completed,ios,Safari 12.1.1,cb244540-7c06-11e8-b4ed-5074c8aa1eaa,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicidad exterior,9,9,4,4,4,2,5,5,3,5,5,5,5,,Sistema de punto de venta,,,,,Lector de tarjetas,,,Las comisiones a meses están altísimas,Ninguno
2019-06-30 17:38:38 UTC,2019-06-30 17:46:22 UTC,completed,android,Chrome 61.0.3163.128,77639270-54ce-11e9-a918-ef6c1ee33ed1,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,3,5,5,5,5,NA,NA,5,,Sistema de punto de venta,,,,,,,,Todo bien gracias.unicamente  bajar tazas de interés para pagos a meses,Ninguna
2019-06-30 22:21:34 UTC,2019-06-30 22:25:19 UTC,completed,android,Chrome 75.0.3770.101,15d9d2ae-53e7-11e9-ba0f-3ddc9a2ba5ad,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,8,9,5,5,5,4,4,4,4,4,4,4,5,,,,Herramientas para gestionar el inventario,,,,,,Quise tener la aplicación en varios dispositivos ala vez por si alguno no está disponible en el momento pero no e podido configurarlo,Pues quisiera tener más dispositivos al mismo tiempo
2019-07-01 14:05:57 UTC,2019-07-01 14:12:43 UTC,completed,android,Chrome 74.0.3729.157,b052187c-557d-11e9-a9bf-9b9c33ca973a,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Búsqueda en la web (Google),7,7,4,4,4,4,4,4,4,4,4,4,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,"Qué tengo que crear una cuenta diferente para abrir otro negocio no puedo utilizar la misma, no hay una opción de agregar producto al inventario se tiene que estar sumando en vez de que sea automático, no se pueden hacer cobros mixtos con tarjeta y en efectivo, no me deja hacer cuentas abiertas.","Los inventarios sean automáticos puedas hacer cobros mixtos y que con una sola cuenta puedas abrir otras sucursales, y puedas tener cuentas abiertas"
2019-07-01 14:57:15 UTC,2019-07-01 15:02:07 UTC,completed,windows,Chrome 75.0.3770.100,8cd25b00-7c89-11e8-bdc9-93cbe119a410,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Ads en la web,10,10,5,5,5,4,5,5,5,5,5,5,5,,Sistema de punto de venta,,,,,,,,Me gustaria que informaran cuando hay actualizaciones. Una vez no pude aceptar pago. Eso fue antes de que el dispositivo dijera HOLA,no
2019-07-01 17:22:16 UTC,2019-07-01 17:30:11 UTC,completed,android,Chrome 75.0.3770.101,b16b02b0-7ce7-11e8-9587-75fb4b5c9267,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Redes sociales,7,7,3,4,3,2,5,5,2,2,4,4,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,Me disgustó mucho que no hay nada de información sobre el giro que debes de poner en tu negocio para poder aceptar ciertos vales o formas de pago y una vez que quieres hacer el cambio te piden requisitos y trabas absurdas ejemplo: yo soy persona física registrado correctamente con todas mis actividades a las que me dedico y me pedía  el registro de mi empresa como persona moral y tuve que estar insistiendo porque no me querían hacer el cambio de giro,Tratar de mejorar siempre lo que ya tienen
2019-07-01 17:27:57 UTC,2019-07-01 17:31:08 UTC,completed,windows,Microsoft Edge 18.17763,64f65df0-7d85-11e8-991e-d49f0d5a1296,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,9,3,3,5,1,3,4,1,4,3,3,4,,Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,Herramientas de contabilidad,,No.,Comisiones más altas que la competencia.
2019-07-01 17:59:21 UTC,2019-07-01 18:01:33 UTC,completed,android,Chrome 75.0.3770.101,a74f964a-5597-11e9-a32e-2dbb15a0442b,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Redes sociales,10,10,5,5,5,5,5,5,5,5,5,5,5,,Sistema de punto de venta,,Herramientas para gestionar el inventario,,,Lector de tarjetas,,,Por el momento estoy satisfecho con todo,Todo bien por ahora
2019-07-01 19:51:04 UTC,2019-07-01 19:57:46 UTC,completed,windows,Chrome 75.0.3770.100,5958d060-74dc-11e8-b702-eaf9d78e7a96,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,10,5,5,5,3,4,5,5,3,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,Herramientas de contabilidad,,que puedan ofrecer un porcentaje menor de comisión por el pago con tarjeta.,ninguna
2019-07-01 19:51:12 UTC,2019-07-01 19:54:06 UTC,completed,ios,Safari 12.1.1,434ca090-7d6e-11e8-8471-a383b05655ba,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,8,9,5,4,5,3,4,4,4,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,,,Herramientas de administración de personal,Lector de tarjetas,Herramientas de contabilidad,,Ok,Todo bien
2019-07-01 19:52:04 UTC,2019-07-01 19:54:31 UTC,completed,android,Chrome 67.0.3396.87,a6de0e20-7d7b-11e8-be77-e510daedea50,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,10,5,5,NA,3,4,5,5,4,NA,5,5,,,,,,,,,Ninguno de las anteriores,Nada en particular,Ninguna
2019-07-02 12:41:46 UTC,2019-07-02 12:49:53 UTC,completed,android,Chrome 75.0.3770.101,fca64b70-7bf9-11e8-af72-0ecffe2800a4,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicidad exterior,10,10,4,4,4,3,5,4,4,4,4,4,3,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,,,Me gustaría tener la opción de enviar correo con los datos de facturación a mi contador al mismo tiempo que mandó recibo al cliente,Comisiones podrían ser más bajas
2019-07-02 13:25:15 UTC,2019-07-02 13:28:53 UTC,completed,android,Chrome 67.0.3396.87,5d71f18e-5665-11e9-9637-038b38c3beb5,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,Programas de fidelización y de gestión de las relaciones con los clientes,,,,,,,Hasta el dia de hoy todo a sido de mi agrado,Ninguna
2019-07-02 13:42:05 UTC,2019-07-02 13:46:49 UTC,completed,ios,Safari 12.1.1,599e6f8c-5643-11e9-9fb8-79ce24b2dcf1,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,8,8,4,4,3,1,4,4,3,3,4,4,4,,,,Herramientas para gestionar el inventario,,,,,,Todo muy bien excepto las altas comisiones. Por lo que estoy pensando dejar izettle,No
2019-07-02 14:59:43 UTC,2019-07-02 15:03:15 UTC,completed,windows,Chrome 75.0.3770.100,e86a42ec-541b-11e9-92aa-3d5719c47fee,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,10,10,5,5,5,4,5,5,4,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,Todo me gusta de iZettle!,Muy buen trabajo iZettle!
2019-07-02 16:06:09 UTC,2019-07-02 16:08:02 UTC,completed,windows,Firefox 67.0,cc8cea2a-5308-11e9-bf69-850d22a11885,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,9,10,5,4,4,3,3,4,5,5,3,4,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,Nada me disgusta por ahora,No hace falta nada
2019-07-02 18:04:45 UTC,2019-07-02 18:06:36 UTC,completed,mac,Safari 7.0.3,71b8e090-7e38-11e8-8c73-127c65528386,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,YouTube,9,9,5,5,5,4,5,5,5,4,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,Herramientas de contabilidad,,Muchas gracias por todo,Ninguna
2019-07-02 18:24:01 UTC,2019-07-02 18:30:09 UTC,completed,windows,Firefox 39.0,f46b6c00-7e34-11e8-91c8-03204b6628f7,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,8,8,4,5,4,3,4,4,4,3,3,4,4,,Sistema de punto de venta,,,,,,,,Me disgusta que el deposito caiga a mi cuenta en 36 horas y la comision que cobran creo que es muy alta,no
2019-07-02 19:16:56 UTC,2019-07-02 19:18:57 UTC,completed,windows,Chrome 75.0.3770.100,95a588b2-565c-11e9-9adf-f236a35d1923,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,NA,NA,5,3,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,hasta el momento es suficiente,no he tenido fallas
2019-07-02 20:21:11 UTC,2019-07-02 20:23:13 UTC,completed,android,Chrome 75.0.3770.101,1383dfe0-7e3b-11e8-aa73-c14c1bbc1533,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,YouTube,10,8,4,3,3,2,4,5,5,3,3,5,5,,,,,,,Lector de tarjetas,,,Pagos rapidos,Menor comisión
2019-07-03 13:53:57 UTC,2019-07-03 13:57:51 UTC,completed,mac,Safari 12.1.1,89dc3c30-5edf-11e8-b6f9-4338dc517a17,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Búsqueda en la web (Google),9,10,5,5,4,3,3,5,5,5,1,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,"me gustaría que hubiera mas compatibilidad con diferentes impresoras para los tickets, ya que las que son compatibles son de precios elevados.",subcuentas para los empleados
2019-07-03 14:13:22 UTC,2019-07-03 14:16:27 UTC,completed,ios,Safari 11.0,221f4910-5570-11e9-a4e3-e65a6fa1249f,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,5,5,5,5,5,5,5,,Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,,,"Nada, todo super bien, lo unico es que por primera vez estoy batallando para modificar algunos de mis productos en el inventario, no me deja desde ayer",Todo bien
2019-07-03 16:10:09 UTC,2019-07-03 16:11:36 UTC,completed,android,Chrome 67.0.3396.87,c196be28-5729-11e9-b20a-90018cf9dae2,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,Herramientas de contabilidad,,Gracias,Gracias
2019-07-03 16:43:40 UTC,2019-07-03 16:49:42 UTC,completed,ios,Safari 12.1.1,bfff64ca-50c1-11e9-ba56-50012909532a,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"Me visitó una persona de su empresa, Jorge Castellanos.",10,10,5,5,5,4,5,5,5,5,5,5,5,,Sistema de punto de venta,,,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,Hasta ahora todo bien.,Todo bien.
2019-07-03 17:10:45 UTC,2019-07-03 17:12:40 UTC,completed,mac,Safari 12.1.1,8e1d9fba-5703-11e9-b7d8-05e13e6125b0,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,10,10,5,5,5,3,5,5,5,5,5,5,5,,,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,TODO MUY BIEN,NO
2019-07-03 17:51:08 UTC,2019-07-03 17:59:02 UTC,completed,windows,Microsoft Edge 18.18362,7c992630-7e5d-11e8-89e0-d28fc45fff6a,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,8,8,5,5,5,2,3,5,3,5,NA,4,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,"Hay varios herramientos y/o soluciones que no me interesa, porque tengo sistemas de contabilidad establecidos. Lo mejor para mi sera un reduccion en los comissiones.",La interaccion que teniamos hasta la fecha estaba de buena calidad.
2019-07-03 18:40:33 UTC,2019-07-03 18:50:42 UTC,completed,android,Chrome 67.0.3396.87,7d3b6a10-56c7-11e9-8f73-d164e31c2b88,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Redes sociales,8,8,5,4,5,3,2,4,3,3,3,5,5,,,,,,,Lector de tarjetas,,,Tarda la respuesta  de autorización y el cliente se desespera y he perdido algunas ventas por ese detalle,Deberían de vendernos los demás aditamentos con más facilidades que no lo cobren con las ventas que hacemos
2019-07-03 19:31:36 UTC,2019-07-03 19:38:03 UTC,completed,android,Chrome 75.0.3770.101,b70726da-5591-11e9-b6a9-ca91e45adb6d,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Redes sociales,8,8,5,5,5,2,4,5,2,4,NA,4,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,,,,"Me gustaría mas publicidad tanto para tener en el negocio, como que nos incluyeran en sus anuncios ya sea en redes sociales o cualquier otro donde ustedes se publiquen",Hacer el catalogo de ventas desde el celular
2019-07-04 13:47:16 UTC,2019-07-04 13:51:39 UTC,completed,ios,Safari 12.1.1,82178b78-5761-11e9-8c1c-4ba702c94b09,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Búsqueda en la web (Google),8,9,5,NA,5,4,4,5,NA,5,NA,NA,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,Me gustaría que tuviera la opción de agregar porcentaje de propina,Porcentaje de propina
2019-07-04 17:31:20 UTC,2019-07-04 17:51:36 UTC,completed,windows,Microsoft Edge 16.16299,5719b420-7fc4-11e8-a778-8004e0e77b0e,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,9,5,5,5,3,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,NADA,NINGUNA
2019-07-04 17:37:43 UTC,2019-07-04 17:40:50 UTC,completed,ios,Safari 12.1.1,b92caef0-7f98-11e8-ab17-56b878f32217,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,3,5,5,4,5,5,5,5,,Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,,,,Pues para los clientes se les hace excesivo la comisión,Ninguna
2019-07-04 21:34:08 UTC,2019-07-04 21:37:24 UTC,completed,android,Chrome 75.0.3770.101,0822e3a0-7e39-11e8-af31-8619d535cd69,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,8,8,5,5,5,3,5,5,5,3,4,5,5,,Sistema de punto de venta,,,,,,,,Pues un poco alto la comision que toman por venta!!,No ninguna
2019-07-04 21:43:40 UTC,2019-07-04 22:11:46 UTC,completed,android,Chrome 75.0.3770.101,79b1f34a-57d1-11e9-9002-761cc289adb2,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,8,10,5,5,3,1,5,5,5,5,2,5,5,,Sistema de punto de venta,,,Herramientas para controlar y analizar las ventas,,,Herramientas de contabilidad,Ninguno de las anteriores,Que no te deposita luego el dinero,Bien
2019-07-04 22:15:19 UTC,2019-07-04 22:18:04 UTC,completed,windows,Chrome 75.0.3770.100,b188a920-7fe2-11e8-a27d-e0b4a13b2bc1,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Búsqueda en la web (Google),7,5,NA,NA,5,2,4,4,4,4,NA,3,3,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,,,,,,,nada,no
2019-07-04 22:45:53 UTC,2019-07-04 22:49:57 UTC,completed,windows,Chrome 75.0.3770.100,06aeaf22-5340-11e9-9205-f26ae458758f,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Ads en la web,10,10,4,5,5,5,5,5,3,4,3,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,,,Lector de tarjetas,,,EL HECHO DE SOLO UTILIZAR UN IPAD PARA EL SOFTWARE DE RESTAURANTE Y NO OTRO DISPOSITIVO.,NINGUNA
2019-07-05 01:10:21 UTC,2019-07-05 01:14:07 UTC,completed,ios,Safari 12.1.1,a323b280-7b3c-11e8-b276-9c77dca5b80f,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,10,4,5,5,4,2,5,2,3,3,4,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,Me parece muy caro los precios de las impresoras compatibles,Debería ser más fácil las impresiones
2019-07-05 03:07:49 UTC,2019-07-05 03:13:49 UTC,completed,ios,Safari 12.1.1,d5def76a-5756-11e9-8f45-77ee2e4b6ed9,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Redes sociales,9,9,5,5,5,2,5,5,5,3,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,,,,,,,"Qué tal; estoy muy satisfecho con ustedes y su producto, sin embargo hay dos cosas que harían mejor su producto, 1: las comisiones deberían ser menores 2; el deposito debería ser inmediato, esto está explotando las competencias y llaman mucho la atención. Gracias.",No
2019-07-05 04:43:07 UTC,2019-07-05 04:47:22 UTC,completed,android,Chrome 55.0.2883.91,873ef76c-5667-11e9-9cfe-d218ae63825f,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,9,9,5,NA,3,4,NA,5,3,4,NA,4,4,,,,Herramientas para gestionar el inventario,,,Lector de tarjetas,,,"Lo que no me gusta es que al poner en el inventario 3 piezas(ejemplo), cuando se venden esas 3 te deja seguirlas seleccionando y hasta que le das en ""pagar"" es cuando te dice que ya no hay, siento que debería de descontarle para que desde el inicio ya no lo puedas seleccionar si no hay más.","Ninguna, los conocí hace poco"
2019-07-05 05:04:07 UTC,2019-07-05 05:06:53 UTC,completed,windows,Chrome 75.0.3770.100,d4013bf0-7fbc-11e8-abae-5f9f579d9921,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,4,5,5,5,5,NA,5,5,,,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,no,no
2019-07-05 14:33:55 UTC,2019-07-05 14:42:30 UTC,completed,ios,Safari 12.1.1,671ac3be-589f-11e9-a257-774e69c414ab,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,9,9,5,5,5,4,5,4,NA,5,NA,NA,4,,,,,,,Lector de tarjetas,,,"No me disgusta pero a veces me falla el lector. 
Me dice que necesita actualizarse y cuando lo quiero actualizar, no se puede. 
Me dijeron que es porque tengo iPhone  pero eso provoca que a veces no pueda cobrar con tarjeta.","Que me llegue un correo en cuanto me hacen un pago. 

También pasa que primero me hacen el depósito a mi cuenta y hasta después me llega un correo con el aviso."
2019-07-05 14:35:33 UTC,2019-07-05 14:40:10 UTC,completed,android,Chrome 75.0.3770.101,fa5f8f6c-582f-11e9-86ce-37b7f0bb1914,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,8,9,5,5,3,3,5,5,4,5,NA,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,Si se pudiese de alguna manera reducir el cargo por cobro.,Hasta ahora ha cumplido con mis necesidad
