Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. How did you find out about iZettle?,"2. 2. Overall, how satisfied are you with iZettle, on a scale from 1 to 10?",3. 3. How likely is it that you would recommend iZettle to a friend or colleague?,"4.1. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Deposits","4.2. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: The total amount you can accept per card payment","4.3. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Communication efforts (e.g., about new features iZettle releases, tips & tricks, account updates)","4.4. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Your account on my.izettle.com","4.5. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Customer support","4.6. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Taking payments","4.7. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Compatibility with accessories (e.g., printers, stands, barcode scanners, etc.)","4.8. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Transaction fees","4.9. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Sales reports","4.10. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Card reader","4.11. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Offering your customers a receipt","5. 5. Which of the following products, services or solutions do you know or think that iZettle can offer small businesses?",,,,,,,,,,,6. 6. We are always looking to grow and improve the service for our customers. Please explain below if there is anything you are particularly dissatisfied with:,7. 7. We are always looking to grow and improve the service for our customers. Please explain below if there is any functionality in our service that you are missing today:
2019-07-18 21:23:26 UTC,2019-07-18 21:29:22 UTC,completed,android,Chrome 75.0.3770.143,c9813610-8acc-11e8-a768-1b80e4094d4d,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,7,8,3,3,3,4,4,4,NA,3,4,4,NA,,,,,,,,,,,None of the above,Payments in to bank account could be a bit quicker,No nothing I can think of
2019-07-19 07:37:34 UTC,2019-07-19 07:39:38 UTC,completed,ios,Safari 12.1.1,8d3ca640-8ac6-11e8-a893-18b6e0731f23,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,8,8,4,4,4,4,4,4,4,3,4,4,4,,,,,,,,,,,None of the above,No,No
2019-07-19 08:01:08 UTC,2019-07-19 08:05:11 UTC,completed,ios,Safari 10.0,3c99d750-8a97-11e8-a8e9-5e23b20c8843,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,8,8,5,NA,5,5,NA,5,5,4,4,5,NA,,,,,,,,,,,None of the above,There is nothing that we are dissatisfied with at present,Nothing
2019-07-19 09:10:32 UTC,2019-07-19 09:13:04 UTC,completed,ios,Safari 12.1.1,e5b1e2f8-62ee-11e9-a577-dbc230f306be,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,5,5,5,4,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,Tools to manage inventory,Accounting tools,,Absolutely nothing!,None
2019-07-19 12:08:33 UTC,2019-07-19 13:04:02 UTC,completed,windows,Chrome 75.0.3770.142,4b1f2f00-876d-11e8-86d1-f85ca0ee8a1e,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),10,10,NA,NA,5,5,NA,5,NA,4,4,5,4,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,Tools to manage inventory,,,That I am not able to link my Izettle account to my Free Agent accounting program,Integration with Free Agent accounting for importing transactions from Izettle account and to be able to accept online payments through Izettle for invoices created in Free Agent
2019-07-19 15:20:19 UTC,2019-07-19 15:22:12 UTC,completed,ios,Safari 12.1.1,b9a0ed70-8b31-11e8-998a-e393260feb27,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),9,10,5,5,5,5,NA,5,NA,5,5,5,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)", Loyalty/CRM add-on,Employee management tools,,,Point-of-sale system,,,,Accounting tools,,N/a,N/a
2019-07-19 15:33:39 UTC,2019-07-19 15:36:02 UTC,completed,ios,Safari 12.1.1,b3b57770-8b57-11e8-aafd-bd65c21a9887,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,4,5,4,5,4,5,NA,5,NA,5,NA,,,,,,,,,,,None of the above,All ok,None
2019-07-19 16:36:33 UTC,2019-07-19 16:39:56 UTC,completed,ios,Safari 12.1.1,76007140-8b5d-11e8-8aaa-0f99d8f149cd,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),9,9,4,5,5,4,NA,4,NA,3,4,4,4,,,,Card Reader,Invoicing,,,,,,,"Sometimes the card reader unlogs from my phone, which is annoying as it can be time consuming to log on again.",No can’t think of anything
2019-07-19 17:02:56 UTC,2019-07-19 17:24:19 UTC,completed,windows,Internet Explorer 11.0,42b98ad0-8ac0-11e8-9df6-f9747726a3a0,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,5,5,NA,4,5,5,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,,,,,,,I would like to offer a receipt to my guests but being a small business cannot justify the cost of a receipt machine.,Not at the moment
2019-07-19 20:01:20 UTC,2019-07-19 20:05:04 UTC,completed,ios,Safari 12.1.1,96a0bc40-8b24-11e8-b5ed-046cb3028bcb,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,4,5,3,4,NA,4,NA,3,4,4,5,,,,,,,,,,Accounting tools,,"The system works perfectly well for my small business - sole trader, although there was an incident when payment was late into account.",All meets my needs at present.
2019-07-20 07:04:51 UTC,2019-07-20 07:08:52 UTC,completed,ios,Safari 12.1.1,fb8e13d0-89d2-11e8-858d-def3ebb1f7f0,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),8,8,4,4,3,4,3,5,3,3,3,4,3,,,,,,,,,,Accounting tools,,I am not dissatisfied with anything,I am happy with iZettle
2019-07-20 08:34:49 UTC,2019-07-20 08:40:39 UTC,completed,ios,Safari 12.1.1,20cc6780-8b88-11e8-8e86-75d69baaa863,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Television,8,9,5,5,5,5,5,3,NA,5,5,5,NA,,,,Card Reader,,,,,,,,Connection,None
2019-07-20 15:19:42 UTC,2019-07-20 15:22:22 UTC,completed,android,Chrome 75.0.3770.143,b11e1e80-62da-11e9-afb8-82171e716d82,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),9,9,4,4,4,5,3,4,NA,4,NA,4,NA,,,,,,,,,,,None of the above,Nothing,Ability to provide a receipt
2019-07-20 15:32:05 UTC,2019-07-20 15:36:14 UTC,completed,android,Chrome 67.0.3396.87,2255ee70-8c1c-11e8-bbc1-64b06cd0fc33,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Social media,10,10,5,5,5,5,5,5,NA,5,5,5,NA,, Loyalty/CRM add-on,,,,,,,,,,I think you are excellent,None
2019-07-20 15:32:23 UTC,2019-07-20 15:34:44 UTC,completed,android,Chrome 75.0.3770.143,6513ec50-8c10-11e8-8988-b7422ee308e9,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,9,9,3,5,NA,5,3,5,NA,3,NA,5,NA,,,,,,,,,,,None of the above,Ineould like the time increased for money to go into my account. Particularly over the weekend.,None
2019-07-20 18:16:01 UTC,2019-07-20 18:18:27 UTC,completed,android,Firefox 68.0,b7233a92-63c8-11e9-b2c6-b30013d9981d,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),9,9,4,NA,NA,NA,NA,4,NA,4,NA,4,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,Tools to manage inventory,,,Nope,Na
2019-07-20 18:19:58 UTC,2019-07-20 18:22:17 UTC,completed,ios,Safari 12.1.1,ddc9cadc-647a-11e9-bab2-8f212eb6d103,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,I paid for something with iZettle or saw someone else do so,10,10,4,5,5,5,NA,5,NA,4,4,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,,,,,,,Faster payment into the designated bank account,Nothing
2019-07-20 18:45:07 UTC,2019-07-20 18:47:22 UTC,completed,android,Chrome 75.0.3770.143,7be4b210-8c39-11e8-b617-7942d84f7ef9,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,5,5,NA,5,NA,5,5,,,,Card Reader,Invoicing,,,,,,,"I'm incredibly pleased and have reccomend izettle to three other businesses,  all of which have them now",None
2019-07-20 19:09:18 UTC,2019-07-20 19:11:29 UTC,completed,ios,Safari 12.1.1,9d0b13ba-648a-11e9-b545-42be66ac58d3,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,5,5,NA,5,5,5,5,,,,,,,,,,Accounting tools,,Nothing,NA
2019-07-20 19:22:52 UTC,2019-07-20 19:24:53 UTC,completed,android,Chrome 67.0.3396.87,6fd02440-6448-11e9-8cb2-6f5aff9d858a,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,4,5,5,5,NA,4,5,5,3,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,,,,Nothing,Nothing
2019-07-21 00:52:11 UTC,2019-07-21 00:59:55 UTC,completed,android,Chrome 63.0.3239.111,9c319eac-648d-11e9-bad2-e981fa01d104,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,I paid for something with iZettle or saw someone else do so,9,10,5,4,4,5,4,5,NA,1,5,5,5,,,,,,,,,Tools to manage inventory,,,NA,NA
2019-07-21 01:36:04 UTC,2019-07-21 01:42:27 UTC,completed,ios,Safari 12.1.1,278871bc-63d8-11e9-8f53-5e1bc449e4da,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Online ads,9,10,5,5,5,5,4,4,5,5,5,5,5,,,,Card Reader,,,Tools to track and analyze sales,,,,,It should be easier to log staff on and offer discounts for multiple purchases of readers from your selves,One driver I am having trouble with his reader he is on my staff but he hasn’t been able to take payments as it doesn’t offer that option his name is Clive Dennis
2019-07-21 09:58:23 UTC,2019-07-21 10:00:14 UTC,completed,windows,Microsoft Edge 17.17134,901e3b90-8b38-11e8-8741-05e3971c4514,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,5,4,4,4,4,4,4,1,2,2,2,1,4,,,,Card Reader,,,,,,,,"The card reader no longer works properly, it can take contact less, but, can no longer read the card when it is placed inside. Hugely disappointing.",","
2019-07-21 10:56:12 UTC,2019-07-21 11:33:03 UTC,completed,ios,Safari 12.1.1,0b777470-8bf0-11e8-b72d-0242e858aba3,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),9,10,5,5,4,5,4,5,4,4,5,5,4,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,,,,,,,Nothing,Nothing
2019-07-21 16:58:00 UTC,2019-07-21 17:01:48 UTC,completed,ios,Safari 12.1.1,c6f7d470-8d2f-11e8-a0f0-4adc25c1b262,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Social media,10,10,5,5,5,5,4,5,5,4,5,5,5,,,,Card Reader,,,,,,,,Not at all,Not at all
2019-07-21 18:15:03 UTC,2019-07-21 18:19:01 UTC,completed,ios,Safari 12.1,4d56ef4e-651e-11e9-9b6c-9c027873eb0c,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,4,5,5,5,4,5,4,4,4,5,5,,,,,Invoicing,,,,Tools to manage inventory,,,I’m not dissatisfied with anything,No
2019-07-21 19:05:25 UTC,2019-07-21 19:08:40 UTC,completed,android,Chrome 67.0.3396.87,d0f60c32-6531-11e9-a46d-c6451a356ba5,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,9,10,4,5,5,5,5,4,5,4,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)", Loyalty/CRM add-on,,,,,,,,,,N/A,N/A
2019-07-21 19:17:43 UTC,2019-07-21 19:20:12 UTC,completed,android,Chrome 67.0.3396.87,06b2b234-6506-11e9-b5b6-841ff999f149,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),9,9,5,3,NA,5,5,4,NA,3,5,5,4,,,,Card Reader,,,,,,,,All good so far,No
2019-07-21 20:20:33 UTC,2019-07-21 20:33:20 UTC,completed,windows,Microsoft Edge 18.17763,f430da70-8c1e-11e8-9726-f967fcc2ffcc,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,9,9,4,4,4,4,4,4,NA,4,4,4,4,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,,,,"The person who recommended had been able to take payment over the phone with iZettle, probably in the early stages of the product release before rules and regulations were tightened up. It took me a while to work out that I couldn't take payment over the phone and why (assuming fraud issues were the cause). At the early stages of my research I was new to the card reading product provision. Perhaps I missed the relevant information a few times before releasing what the information was actually telling me.","Yes, actually there is: a hard carry case for the reader and it's charging wire. I am using the box it came in, but with regular use and transport to weekly classes the box is starting to look tatty. Given another six months, I won't be able to use the box. I will happily buy a iZettle travel case  for a £5, or perhaps I can earn one through the use of my device? - Or maybe, because I've suggested such a great and easily implementable product accessory that you give me one :-)"
2019-07-21 21:42:28 UTC,2019-07-21 21:44:35 UTC,completed,ios,Safari 12.1.1,18b485d4-64e8-11e9-a7f7-a5baf69c1124,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,3,5,NA,5,NA,5,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,Business financing,,,,T,G
2019-07-22 06:12:35 UTC,2019-07-22 06:25:16 UTC,completed,mac,Safari 12.1.1,3e5be7f0-8d2f-11e8-a50b-22a42085ba01,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,9,9,NA,4,4,4,NA,4,NA,4,4,4,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,,,,Business financing,,,,"I am not dissatisfied! You could perhaps include a waterproof sleeve for those of us you sell outdoors in wet Wales, I use a ziplock clear PVC wallet. I wouldn't mind a tracker device for when I have put it in a 'safe' place!",Probably me but I wouldn't mind the readout showing the customer how much they are going to pay (ie before they tap) being a bit bigger.
2019-07-22 07:51:49 UTC,2019-07-22 07:54:46 UTC,completed,ios,Safari 12.1.1,cb9fd0b0-8b16-11e8-b767-e6f2baad2109,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Social media,10,10,5,NA,5,5,4,5,NA,3,4,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)", Loyalty/CRM add-on,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,,,,None,None
2019-07-22 08:07:25 UTC,2019-07-22 08:09:40 UTC,completed,windows,Microsoft Edge 17.17134,c5d6fd72-6520-11e9-b41d-323f52b462c9,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,9,9,5,4,4,4,4,5,4,4,5,5,5,,,,Card Reader,Invoicing,,Tools to track and analyze sales,,,,,NOTHING,N/A
2019-07-22 08:50:16 UTC,2019-07-22 08:53:51 UTC,completed,mac,Safari 11.1.2,ce892230-8c0c-11e8-a635-93c298d8be9c,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,9,10,4,5,5,5,5,5,5,4,4,5,4,"Cash register add-on (for example receipt printer, barcode reader etc.)",,Employee management tools,Card Reader,Invoicing,,Tools to track and analyze sales,Business financing,,Accounting tools,,nothing comes to mind other that faster deposits,none
2019-07-22 09:56:48 UTC,2019-07-22 09:59:54 UTC,completed,ios,Safari 12.1.1,0ef26bc0-8c2f-11e8-b6ff-b6bd8e3fa25e,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Radio,8,8,4,5,4,NA,NA,5,4,4,4,5,1,,,,,,,Tools to track and analyze sales,,,Accounting tools,,"The inability to offer a partial refund when needed, on a custom order payment. That caused me a few headaches...",Easy link to a pc to print receipts on A4
2019-07-22 15:21:43 UTC,2019-07-22 15:24:02 UTC,completed,android,Chrome 75.0.3770.143,46449d30-8dbc-11e8-b43b-ae5a93e7b90b,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),10,10,5,5,5,5,5,5,5,5,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,,,,,,,Totally happy,Missing nothing
2019-07-22 15:27:47 UTC,2019-07-22 15:29:57 UTC,completed,ios,Safari 12.1.1,76cdd990-8db1-11e8-bfcb-aa0b060e530f,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,I paid for something with iZettle or saw someone else do so,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,Card Reader,,,,,,,,Great machine,Non
2019-07-22 15:31:56 UTC,2019-07-22 15:34:59 UTC,completed,ios,Safari 12.1.1,9c8bc0a0-8dbd-11e8-917a-5d869ce5b78f,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,NA,5,NA,4,NA,5,NA,,,,,,,,,,,None of the above,None,Na
2019-07-22 15:36:25 UTC,2019-07-22 15:38:19 UTC,completed,ios,Safari 12.1.1,5c85f000-8dec-11e8-8628-604a434072e4,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,8,8,3,5,5,5,5,5,3,4,4,5,2,"Cash register add-on (for example receipt printer, barcode reader etc.)", Loyalty/CRM add-on,,,,Point-of-sale system,,,,,,The card payments could deposit into our bank faster. I have had offers of other machines that pay out next day deposits!,All good
2019-07-22 15:51:28 UTC,2019-07-22 15:53:30 UTC,completed,android,Chrome 67.0.3396.87,48e24490-8d92-11e8-91ea-b3afcea5aea6,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online ads,9,9,4,5,4,5,3,5,NA,3,4,5,3,,,,,,,,,,,None of the above,Quicker deposits,No
2019-07-22 16:15:22 UTC,2019-07-22 16:17:03 UTC,completed,ios,Safari 12.1.1,4d706f80-8da3-11e8-92ff-d565b1c323c2,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Online ads,6,6,3,3,4,4,4,4,4,3,4,3,3,,,,Card Reader,,,,,,,,You’re transaction process could do with speeding up,None
2019-07-22 17:29:55 UTC,2019-07-22 17:33:25 UTC,completed,android,Chrome 75.0.3770.143,0bc223d0-8d76-11e8-b48c-4a9fd85f1914,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,3,5,NA,5,NA,4,5,5,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,,,,None,None
2019-07-22 19:37:53 UTC,2019-07-22 19:42:46 UTC,completed,ios,Safari 12.1.1,d18ab038-65b5-11e9-ae21-50037250160c,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),10,10,4,5,4,4,NA,5,4,3,3,5,3,,,,Card Reader,,,,,,,,There is nothing I’m especially dissatisfied with.,I would like to be able to see how much I’ve paid in fees every month.
2019-07-22 21:07:45 UTC,2019-07-22 21:11:12 UTC,completed,ios,Safari 12.1.1,5a343f5a-65d7-11e9-ab09-66a84a3c17b0,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,8,8,NA,4,4,4,4,4,NA,2,5,4,4,"Cash register add-on (for example receipt printer, barcode reader etc.)", Loyalty/CRM add-on,Employee management tools,,,,,,Tools to manage inventory,,,Maybe doing a weekly report aswell as monthly and daily. And also just being a bit more quicker on actually transferring the money into the bank account!,N/a
2019-07-22 22:24:06 UTC,2019-07-22 22:27:20 UTC,completed,ios,Safari 12.1.1,3705b5fe-65c3-11e9-91ba-3d942f1c2a3b,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,4,5,5,5,5,5,5,5,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,,Tools to track and analyze sales,,Tools to manage inventory,,,nothing as yet,In app tracking of sales
2019-07-22 22:52:21 UTC,2019-07-22 23:01:44 UTC,completed,android,Chrome 67.0.3396.87,258e2ff0-8de6-11e8-a88e-c67640695c51,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),8,10,5,5,4,5,5,5,4,5,5,3,4,,,,Card Reader,,,,,,,,Card reader gets disconnected from blue tooth,Take payment on phone
2019-07-23 06:38:11 UTC,2019-07-23 06:40:49 UTC,completed,android,Chrome 75.0.3770.101,fefe2cae-659f-11e9-9f04-70d325973341,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,I paid for something with iZettle or saw someone else do so,9,10,3,5,3,4,5,3,NA,4,4,5,4,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,Tools to manage inventory,,,"No customer loyalty scheme (for my customers, not iZettle customers)",No
2019-07-23 07:17:45 UTC,2019-07-23 07:20:31 UTC,completed,mac,Chrome 75.0.3770.142,f65aae6c-5cec-11e9-842b-7c4890fa6961,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,I paid for something with iZettle or saw someone else do so,8,7,NA,2,3,3,3,4,NA,3,3,4,4,,,,,,,,,,,None of the above,"made a large sale to a new client and sent them a receipt but I do not have any of their contact details and have no way of accessing them via the receipt. £5,000 maximum is too low on some sales",ability for a customer to input their details that can be stored
2019-07-23 15:35:09 UTC,2019-07-23 15:38:09 UTC,completed,ios,Safari 12.1.1,4cd00160-8ec2-11e8-8793-7e213067ba37,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,9,10,5,5,4,5,4,4,4,5,5,5,3,"Cash register add-on (for example receipt printer, barcode reader etc.)", Loyalty/CRM add-on,,Card Reader,,,,Business financing,,,,None,None
2019-07-23 15:40:36 UTC,2019-07-23 15:42:57 UTC,completed,android,Chrome 75.0.3770.143,db7a4440-8e93-11e8-8c02-26d97a325cdf,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),9,10,4,5,5,5,NA,5,NA,4,NA,5,NA,, Loyalty/CRM add-on,,,,,,,,,,Na,N/a
