Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Comment avez-vous entendu parler d'iZettle ?,"2. 2. Dans l'ensemble, quel est votre niveau de satisfaction vis-à-vis d'iZettle sur une échelle de 1 à 10 ?",3. 3. Quelle est la probabilité que vous recommandiez iZettle à un ami ou à un collègue ?,"4.1. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Des lecteurs de carte","4.2. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Aux frais de transaction","4.3. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Des rapports d'activité","4.4. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : À votre compte sur my.izettle.com","4.5. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Aux virements","4.6. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : D'accepter des paiements","4.7. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : À notre communication (par ex. à propos de nouvelles fonctionnalités, trucs & astuces, mises à jour)","4.8. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Des reçus pour vos clients","4.9. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Du service client","4.10. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : À la compatibilité avec les accessoires (par ex. imprimantes, supports, lecteur de code-barres, etc.)","5. 5. Parmi les produits, services ou solutions ci-dessous, lesquels, à votre avis, iZettle pourrait proposer aux petites entreprises ?",,,,,,,,,,,6. 6. Nous essayons constamment d'agrandir et d'améliorer nos services pour nos utilisateurs. Veuillez expliquer ci-dessous si il y a quelque chose en particulier dont vous n'êtes pas satisfait :,7. 7. Nous essayons constamment d'agrandir et d'améliorer nos services pour nos utilisateurs. Veuillez expliquer ci-dessous si il y a une fonctionnalité qui vous manque dans notre service aujourd'hui :
2019-07-03 20:06:57 UTC,2019-07-03 20:10:48 UTC,completed,android,Chrome 75.0.3770.101,e6184584-56d2-11e9-a261-bc72b46bc197,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Réseaux sociaux,10,10,5,4,4,4,5,5,4,4,4,NA,,Outils de suivi et d'analyse des ventes,,,,,,,,,,"L'appareil de met un peu trop vite en veille. Ce qui demande de le reconnecter quand les paiements sont espacés, et fais perdre du temps à l'encaissement. C'est tout.",Ranger le catalogue avec des catégories et sous catégories.
2019-07-03 20:52:53 UTC,2019-07-03 20:57:09 UTC,completed,ios,Safari 12.1.1,fc9f7190-7f02-11e8-b614-522a27fc5502,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),8,8,3,5,1,NA,5,5,NA,5,NA,NA,,Outils de suivi et d'analyse des ventes,,Outils comptables,,,,,,,,"J’ai souvent des problemes de connexion et je dois relancer l’application, donc je perds du temps. Je regrette aussi de ne pas avoir le détail des ventes, quel montant à quel heure et jour, il y a seulement le montant journalier, c’est vraiment dommage.",Détail des ventes par vente et non seulement journalier.
2019-07-04 04:58:51 UTC,2019-07-04 05:01:15 UTC,completed,android,Chrome 67.0.3396.87,d3ecc94c-56ec-11e9-8534-1522e1df60ed,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicité sur internet,8,8,4,3,4,4,5,5,NA,5,5,NA,,,,Outils comptables,,,Facturation,,,,,Connexion au téléphone parfois instable,"Fonctionnalités client : pouvoir créer une fiche plus détaillée et l'associer lors du premier paiement plutôt que de devoir entrer les données manuellement
Retrouver les paiements par client"
2019-07-04 06:48:25 UTC,2019-07-04 06:50:41 UTC,completed,windows,Chrome 75.0.3770.100,d47f3880-7e9e-11e8-9da7-44656bb411fa,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),9,9,5,3,NA,NA,5,4,4,4,NA,5,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,,,,,RAS,RAS
2019-07-04 07:12:34 UTC,2019-07-04 07:14:44 UTC,completed,windows,Firefox 67.0,8a7da618-56e8-11e9-8d11-cdecb5b97c6f,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),10,10,4,4,4,4,4,4,2,3,4,NA,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,non,non
2019-07-04 18:28:05 UTC,2019-07-04 18:32:39 UTC,completed,android,Chrome 75.0.3770.101,e54c88a0-7f8b-11e8-b271-dd327ad4502c,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Réseaux sociaux,8,8,5,1,5,4,5,5,3,4,3,3,,,,Outils comptables,,,,,,,,"Rien de particulier sauf certians endroit manque de reseau, sinon dans l ensemble rien a redire","Pour l instant, moi je suis satisfait"
2019-07-04 19:56:05 UTC,2019-07-04 19:57:43 UTC,completed,ios,Safari 12.1.1,0140f9d0-7f8a-11e8-a6ec-9c6911187a2e,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),9,10,5,5,5,5,5,5,5,4,5,NA,,,,,,,Facturation,,,,,Reçus pas très clair au niveau du détail TVA,Améliorer les reçus
2019-07-04 20:48:18 UTC,2019-07-04 20:51:28 UTC,completed,ios,Safari 12.1.1,6b4b7960-577d-11e9-b1ff-ceba69946dd1,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicité sur internet,10,10,5,3,5,4,5,5,5,5,4,NA,,Outils de suivi et d'analyse des ventes,Fonction de gestion de la fidélisation / CRM,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Ras,Ras
2019-07-04 21:17:07 UTC,2019-07-04 21:19:53 UTC,completed,ios,Safari 9.0,5c9a86b0-7ec8-11e8-967c-406a0673a28d,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,8,9,4,4,5,4,5,5,3,4,NA,NA,,,,,,,Facturation,,,,,Le sans contact ne fonctionne pas toujours dommage !,Non
2019-07-05 08:09:40 UTC,2019-07-05 08:12:31 UTC,completed,windows,Chrome 75.0.3770.100,0ff37e68-56de-11e9-877c-1e763197a5ee,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,10,10,5,4,NA,NA,5,5,5,5,NA,NA,Outils de gestion des stocks,Outils de suivi et d'analyse des ventes,Fonction de gestion de la fidélisation / CRM,Outils comptables,,,Facturation,,,,,"Pour le moment, je suis satisfaite et rien à redire!",'-
2019-07-05 13:38:16 UTC,2019-07-05 13:44:09 UTC,completed,windows,Firefox 67.0,dad8d2b0-7e01-11e8-a3a9-632b09e2ab23,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,7,8,5,3,3,4,4,4,3,3,3,3,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,par momment le lecteur ne se connect pas au telephone,"il ne me mlanque rien merci, le seul soucis que j'ai c'est que parfois il est impossible  de connecter le lecteur de carte a mon tel."
2019-07-05 16:13:39 UTC,2019-07-05 16:25:26 UTC,completed,mac,Firefox 67.0,633b16c0-8061-11e8-8b28-ef843b2bc41c,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),7,8,3,2,4,4,3,4,2,4,NA,2,Outils de gestion des stocks,,Fonction de gestion de la fidélisation / CRM,Outils comptables,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,Système de point de vente,Lecteur de carte,,,"1. L'autonomie du lecteur de carte est bien trop faible
2. Le lecteur devrait pouvoir se connecter à au moins 2 téléphones simultanément car le processus de réappairage est bien trop long et fastidieux, surout quand vous avez des clients qui attendent en face de vous.
3. Il est IMPOSSIBLE de rembourser partiellement un client lorsqu'on a fait une erreur de saisie ou d'article. Seul le remboursement total est possible. C'est LE point noir de votre solution, qui, je suis désolé de vous le dire, nous pousse à chercher une alternative.","1. Il est IMPOSSIBLE de rembourser partiellement un client lorsqu'on a fait une erreur de saisie ou d'article. Seul le remboursement total est possible. C'est LE point noir de votre solution, qui, je suis désolé de vous le dire, nous pousse à chercher une alternative.
2. Le lecteur devrait pouvoir se connecter à au moins 2 téléphones simultanément car le processus de réappairage est bien trop long et fastidieux, surtout quand vous avez des clients qui attendent en face de vous. La technologie Bluetooth le permet parfaitement."
2019-07-05 16:46:57 UTC,2019-07-05 16:48:56 UTC,completed,windows,Firefox 67.0,dad8d2b0-7e01-11e8-a3a9-632b09e2ab23,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,8,8,4,4,4,4,4,4,2,4,NA,NA,,,,,,,,,Lecteur de carte,,,rien,rien
2019-07-05 17:12:39 UTC,2019-07-05 17:18:45 UTC,completed,ios,Safari 12.1.1,a5d0a0be-5783-11e9-870f-0fc3e55821a7,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),9,9,5,2,4,4,3,5,3,3,4,2,Outils de gestion des stocks,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,,Lecteur de carte,,,"Il est délicat pour certains clients d’accepter le ticket de reçu par sms ou mail, la facturette reste encore dans les esprits...",Rien de particulier
2019-07-05 17:13:13 UTC,2019-07-05 17:22:38 UTC,completed,android,Chrome 74.0.3729.136,e5065f00-8027-11e8-88cb-db98b8ef6bf2,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),8,10,3,4,4,5,5,5,5,5,5,NA,,Outils de suivi et d'analyse des ventes,,Outils comptables,,,,Système de point de vente,,,,"Manque de fiabilité du nouveau boîtier izettle 2 qui déconnecte trop souvent sans raison malgré intervention sur le boîtier via service client, je n'avais aucun souci avec le boîtier 1 et n'ai pas changé de téléphone.

service client GÉNIAL, facturation et liens de paiement vraiment pratiques.globalement très satisfaite.","1/ Impossible d'envoyer un reçu par sms à un numéro hors France (+33 est imposé).
2/ boîtier avec 3g intégrée comme sum up serait idéal
3/ catalogue : pour une vraie gestion des points de ventes et des stocks, il serait idéal de pouvoir classer un produit dans plusieurs dossiers, ou de pouvoir limiter les accès à certaines produits selon les employés"
2019-07-05 17:15:05 UTC,2019-07-05 17:22:46 UTC,completed,ios,Safari 12.1.1,abeaea40-8092-11e8-8885-0092a282862e,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),9,9,5,3,3,4,5,5,5,2,NA,NA,,,Fonction de gestion de la fidélisation / CRM,,,,Facturation,,,,,"Lorsque qu’un veut un deuxième ticket pour différentes raison je n’ Plus le choix du numéro de téléphone, il faut taper un mail donc plus long à écrire !!
Et lorsque le client est enregistré souvent il ne reçoit pas sont ticket !!!",Pour l’ Je ne sais pas !
2019-07-05 18:59:44 UTC,2019-07-05 19:03:23 UTC,completed,android,Chrome 75.0.3770.101,99d4a90e-587d-11e9-a857-3dcb6b639810,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Réseaux sociaux,9,10,5,3,NA,4,4,4,4,4,NA,NA,,Outils de suivi et d'analyse des ventes,,Outils comptables,,,,,,,,Tout va bien :),Pouvoir écrire le montant directement sur la machine
2019-07-05 20:07:49 UTC,2019-07-05 20:09:53 UTC,completed,windows,Chrome 75.0.3770.100,6dfce90a-5877-11e9-b2a2-8cf15103686c,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,9,10,4,4,5,5,5,5,5,5,5,5,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,Système de point de vente,,,,not able to personalise the invoice,as stated
2019-07-05 20:16:02 UTC,2019-07-05 20:20:19 UTC,completed,windows,Chrome 75.0.3770.100,46ad0ec0-8091-11e8-a81f-9a61163dba10,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),8,8,5,2,5,5,5,5,NA,4,NA,NA,,Outils de suivi et d'analyse des ventes,,Outils comptables,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,,Lecteur de carte,,,"les frais devraient être en fonction du nombre de services que l'on utilise, ils sont un peu élevés pour un usage simple",j'en ai largement assez
2019-07-05 20:24:32 UTC,2019-07-05 20:27:01 UTC,completed,android,Chrome 75.0.3770.101,4f16c170-803a-11e8-a10d-65c2371cd22a,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),10,10,5,3,5,5,5,5,5,5,5,NA,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Rien,Aucun
2019-07-05 22:58:56 UTC,2019-07-05 23:03:07 UTC,completed,android,Firefox 67.0,b1f0669a-5878-11e9-8fb3-4f0202481e6a,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),7,8,5,4,4,4,5,4,3,4,NA,NA,,,Fonction de gestion de la fidélisation / CRM,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Le fait d avoir à taper le montant et d e devoir réconforter le montant,Ras
2019-07-06 16:59:29 UTC,2019-07-06 17:04:16 UTC,completed,mac,Chrome 75.0.3770.100,8d983e50-8103-11e8-9053-f19d9ea24e63,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,10,10,5,4,5,5,5,5,4,3,5,5,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Je souhaitais peut-être pouvoir imprimer des reçus mais au regard du coût de l'imprimante en tant qu'association à but non lucratif nous avons renoncé.,Rien à redire dans notre utilisation de tous les jours
2019-07-07 05:56:23 UTC,2019-07-07 05:59:36 UTC,completed,ios,Safari 12.1.1,e4c56f40-80f4-11e8-86d4-3b31510f829c,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),9,8,4,3,5,3,4,4,3,3,3,3,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,,,,,Rien,Impression reçus
2019-07-07 15:21:17 UTC,2019-07-07 15:23:22 UTC,completed,ios,Safari 12.1.1,a4fbc790-81c3-11e8-bf24-e435bfb86184,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),7,8,4,2,NA,4,4,4,4,2,NA,NA,,,,,,,,,,Aucune des réponses ci-dessus,,Frais de transaction trop élevé,Ras
2019-07-07 15:50:23 UTC,2019-07-07 15:56:14 UTC,completed,ios,Safari 12.1.1,2bddb9f0-81c2-11e8-9094-82b9ac3a0b8c,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"J'ai utilisé, ou vu quelqu'un utiliser iZettle pour acheter quelque chose",8,8,4,4,4,3,3,4,4,3,3,4,,,,,,,,,Lecteur de carte,,,Dans l’ensemble je suis très satisfait.,Rien pour l’instant
2019-07-08 04:17:16 UTC,2019-07-08 04:32:38 UTC,completed,android,Chrome 65.0.3325.230,2cc24d42-5a0f-11e9-97e0-a0d3a39994d7,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),8,10,4,1,5,5,5,5,5,5,5,NA,Outils de gestion des stocks,Outils de suivi et d'analyse des ventes,,,,,,,,,,"La connexion entre le boîtier et le téléphone met du temps à s'établir, surtout lorsqu'il s'agit d'un 1er paiement par carte ou que le boîtier n'a pas été utilisé depuis sa mise en veille. L'attente pour la clientèle n'est pas satisfaisant.
Sinon c'est parfait, paiement très rapide comparé à sumup, boîtier léger et touches apparentes faciles (pas de touches tactiles qui déroutent le client).
Attention, régulièrement IZettle prélève 1 ou 2 centimes de plus que le taux à 1.75% (et il ne s'agit pas de l'arrondi au nombre supérieur ou inférieur) ! Ce n'est pas normal!","Comme indiqué dans le questionnaire, une fonctionnalité dans l'application de gestion des stocks/caisse. Il est devenu obligatoire depuis quelques années de tenir un cahier de vente aux normes. Cela oblige à passer par d'autres applications. Si l'appli izettle proposait cette fonction (avec gestion des stocks associée aux produits encaissés), cela démarquerait la marque de ses concurrents."
2019-07-08 05:27:27 UTC,2019-07-08 05:31:24 UTC,completed,android,Chrome 74.0.3729.136,df9d1690-81e8-11e8-a409-6dfd310317ab,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),10,10,5,4,5,5,5,5,5,5,5,NA,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,Lecteur de carte,,,Ajouter les chèques en moyen de paiement,Ras
2019-07-08 06:51:09 UTC,2019-07-08 06:56:11 UTC,completed,ios,Safari 12.1.1,165c5b1c-5a3a-11e9-b39d-3c50d44cd737,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicité sur internet,8,10,4,2,4,3,3,5,4,3,4,3,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Le prix des imprimantes est trop élevé sur le site il faudrait trouver un remède pour que les clients puisse accéder aux imprimantes moins cher,L’imprimante
2019-07-08 09:55:42 UTC,2019-07-08 09:59:21 UTC,completed,windows,Firefox 67.0,73ff0f96-59cf-11e9-bd1b-b8dc876bb004,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Télévision,5,6,5,5,5,5,4,4,4,3,4,4,,,,Outils comptables,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,rien pour le moment car je l'utilise peu,pas de question pour le moment
2019-07-08 16:34:30 UTC,2019-07-08 16:40:08 UTC,completed,mac,Chrome 75.0.3770.100,eca50aea-4890-11e9-a7af-729e3e16b90b,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicité sur internet,8,9,5,3,4,4,4,4,3,NA,4,4,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,a améliorer  la compatibilité avec certain télephone portable....,N A
2019-07-08 19:18:29 UTC,2019-07-08 19:21:04 UTC,completed,ios,Safari 12.1.1,044c5d74-5ae3-11e9-b04d-0476d821b644,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),9,9,5,2,4,3,5,5,3,3,NA,2,,Outils de suivi et d'analyse des ventes,,Outils comptables,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,La gestion du catalogue est assez compliquée,Possibilité de faire une remise en fin de paiement
2019-07-08 20:31:10 UTC,2019-07-08 20:34:38 UTC,completed,ios,Chrome 75.0.3770.103,388cc106-5ae2-11e9-9c85-18ae14b327f5,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),9,9,5,2,5,5,4,5,5,5,5,NA,,,,,,,,,,Aucune des réponses ci-dessus,,Frais trop élevés,Rien
2019-07-09 15:18:58 UTC,2019-07-09 15:20:52 UTC,completed,ios,Safari 12.1.1,be46a630-837a-11e8-935e-92778657e33e,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),8,8,4,3,3,4,4,4,4,4,4,3,Outils de gestion des stocks,Outils de suivi et d'analyse des ventes,Fonction de gestion de la fidélisation / CRM,Outils comptables,,,,,,,,N/A,Gestion des stocks
2019-07-09 15:22:37 UTC,2019-07-09 15:24:47 UTC,completed,windows,Firefox 67.0,da8a5690-837d-11e8-9027-e6ded282373c,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),9,9,4,3,4,4,4,4,4,4,4,4,,,,Outils comptables,,,Facturation,,,,,"Rien en particulier, cela fait ce pour quoi c'est fait.",Rien de spécial
2019-07-09 15:25:55 UTC,2019-07-09 15:29:54 UTC,completed,android,Chrome 67.0.3396.87,e5438570-8350-11e8-bfc9-6d5e419a28fe,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),7,7,4,3,3,3,4,4,2,4,3,NA,,,,,,,Facturation,,,,,Comme taxi j'aimerai une facturation qui me permet de notifier le lieu de départ ainsi que l'heure. Le point d'arrivée avec l'heure et l'emplacement GPS est nickel,Déjà notifier
2019-07-09 19:25:27 UTC,2019-07-09 19:28:46 UTC,completed,windows,Firefox 67.0,b6f1d9a0-8347-11e8-906b-167803527cea,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),10,10,5,4,5,5,5,5,5,5,5,5,,,,,,,,,,Aucune des réponses ci-dessus,,Pour le moment tout va très bien.,"Non, rien ne manque"
2019-07-09 19:47:27 UTC,2019-07-09 19:50:33 UTC,completed,android,Chrome 63.0.3239.111,b9b37266-5bcd-11e9-954a-51ef1803f5e5,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),7,7,5,3,3,4,4,4,2,1,3,3,,,,,,,,,Lecteur de carte,,,Le tarif des imprimantes est tres cher par rapport au boitier.,
2019-07-09 20:22:11 UTC,2019-07-09 20:26:21 UTC,completed,android,Chrome 75.0.3770.101,a4f1596c-5b76-11e9-ae1a-6421638b788b,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),10,10,5,3,5,5,5,5,5,5,NA,NA,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,,Lecteur de carte,,,A ce jour tout fonctionne  parfaitement.,L 'imprimante papier est trop chère en ce qui me concerne.
2019-07-09 22:19:37 UTC,2019-07-09 22:22:50 UTC,completed,ios,Safari 12.1.1,db081eb0-5be3-11e9-86ae-39f5edddb7ca,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Réseaux sociaux,7,8,5,2,2,3,2,2,4,4,5,4,,,,Outils comptables,,,,,,,,Ras,Ras
2019-07-09 22:57:05 UTC,2019-07-09 23:01:13 UTC,completed,android,Chrome 75.0.3770.101,4891451a-58b5-11e9-a48e-60c9684d9541,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),10,10,5,3,5,5,5,5,3,5,5,3,,,,,,,,,,Aucune des réponses ci-dessus,,"Bonjour je suis satisfaite de cette application
Merci",Rien ne manque
2019-07-10 06:16:07 UTC,2019-07-10 06:20:38 UTC,completed,windows,Chrome 75.0.3770.100,20caf1a6-5bc7-11e9-b657-6cf5e20abed0,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),8,9,5,4,5,4,5,5,4,4,4,NA,,Outils de suivi et d'analyse des ventes,Fonction de gestion de la fidélisation / CRM,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,,,,,OPTION POUR DÉSACTIVE LE SANS CONTACT,FONCTIONNALITÉ DES CAISSES PLUS FIN
2019-07-10 08:48:31 UTC,2019-07-10 08:51:10 UTC,completed,mac,Safari 12.1.1,5b8b3e4a-5ba9-11e9-9326-1e94c7f83023,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,"J'ai utilisé, ou vu quelqu'un utiliser iZettle pour acheter quelque chose",10,10,5,3,5,5,5,5,5,5,5,NA,,Outils de suivi et d'analyse des ventes,,,,,Facturation,,,,,Tout est parfait merci,non
2019-07-10 11:25:16 UTC,2019-07-10 11:28:17 UTC,completed,android,Chrome 75.0.3770.101,42c55fa0-8286-11e8-be2f-7911706117bd,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicité sur internet,10,10,5,4,5,3,5,5,5,5,5,5,,Outils de suivi et d'analyse des ventes,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,,,,,Il est dommage que l'on ne puisse pas utiliser un compte bancaire non français : IBAN étranger non compatible avec votre service,La possibilité d'utiliser un IBAN étranger
2019-07-10 12:51:55 UTC,2019-07-10 12:56:20 UTC,completed,ios,Safari 9.0,5e2bd56a-5bc2-11e9-a45b-d88a24524937,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),9,9,5,3,4,5,5,5,3,3,3,3,,,,,,,,,,Aucune des réponses ci-dessus,,C'est juste dommage que l'on puisse pas donner un reçu,Je ne vois rien d'autre
2019-07-10 16:52:52 UTC,2019-07-10 16:55:46 UTC,completed,android,Chrome 63.0.3239.111,1a6fdaa0-8423-11e8-8650-41e17399d682,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Réseaux sociaux,7,5,4,3,3,4,2,4,3,NA,3,4,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,,,,,Virement trop long,A vous de voire
2019-07-10 17:55:24 UTC,2019-07-10 17:57:40 UTC,completed,windows,Chrome 75.0.3770.100,14555170-8461-11e8-9980-d2b725a8cd73,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,8,9,5,3,5,5,5,5,5,5,NA,NA,,Outils de suivi et d'analyse des ventes,Fonction de gestion de la fidélisation / CRM,,,,,,,,,ras,non
2019-07-10 18:24:52 UTC,2019-07-10 18:29:00 UTC,completed,windows,Firefox 68.0,b6620422-5bac-11e9-8666-5da740cf4687,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,6,7,4,2,2,2,4,3,2,4,2,1,Outils de gestion des stocks,Outils de suivi et d'analyse des ventes,Fonction de gestion de la fidélisation / CRM,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,gestion des ventes est tres complexe,"fidelisation et gestion des achats client
qui achete quoi et qui achete"
